REGION 9 - ZAMBOANGA PENINSULA,
ZAMBOANGA DEL NORTE,
Dipolog City,7100
Dapitan City,7101
Roxas,7102
Sibutad,7103
Rizal,7104
Pinan,7105
Polanco,7106
Mutia,7107
Sergio Osmeña,7108
Katipunan,7109
Manukan,7110
Jose Dalman (Ponot),7111
Sindangan,7112
Siayan,7113
Salug,7114
Liloy,7115
Tampilisan,7116
Labason,7117
Gutalac,7118
La Libertad,7119
Siocon,7120
Siraway,7121
Sibuco,7122
Baliguian,7123
Kalawit,7124
Leon B. Postigo (Bacungan),7125
Godod,7126
ZAMBOANGA DEL SUR,
Zamboanga City,7000
Bayog,7011
Kumalarang,7013
Lakewood,7014
Dumalinao,7015
Pagadian City,7016
Labangan,7017
Tukuran,7019
Aurora,7020
Midsalip,7021
Don Mariano Marcos,7022
Molave,7023
Ramon Magsaysay,7024
Tambulig,7025
Mahayag,7026
Josefina,7027
Dumingag,7028
San Miguel,7029
Dinas,7030
San Pablo,7031
Dimataling,7032
Pitogo,7033
Tabina,7034
Margo sa Tubig,7035
Vicencio Sagun,7036
Lapuyan,7037
Guipos,7042
Tigbao,7043
ZAMBOANGA SIBUGAY,
Ipil,7001
Roseller Lim,7002
Titay,7003
Naga,7004
Kabasalan,7005
Siay,7006
Imelda,7007
Payao,7008
Buug,7009
Mabuhay,7010
Talusan,7012
Tungawan,7018
Malangas,7038
Diplahan,7039
Alicia,7040
Olutanga,7041
REGION 10 - NORTHERN MINDANAO,
BUKIDNON,
Malaybalay,8700
Sumilao,8701
Impasugong,8702
Manolo Fortich,8703
Malitbog,8704
Phillips,8705
Libona,8706
Baungon,8707
Talakag,8708
Valencia,8709
Musuan,8710
San Fernando,8711
Don Carlos,8712
Kadingilan,8713
Maramag,8714
Quezon,8715
Kitaotao,8716
Pangantucan,8717
Kalilangan,8718
Dangcagan,8719
Kibawe,8720
Damulog,8721
Lantapan,8722
Cabanglasan,8723
CAMIGUIN,
Mambajao,9100
Mahinog,9101
Guinsiliban,9102
Sagay,9103
Catarman,9104
LANAO DEL NORTE,
Iligan City,9200
Linamon,9201
Kauswagan,9202
Matungao,9203
Poona Piagapo,9204
Bacolod,9205
Maigo,9206
Kolambugan,9207
Pantao Ragat,9208
Tubod,9209
Baroy,9210
Lala,9211
Salvador,9212
Sapad,9213
Kapatagan,9214
Sultan Naga Dimaporo (formerly Karomatan) ,9215
Nunungan,9216
Baloi,9217
Pantar,9218
Munai,9219
Tangcal,9220
Magsaysay,9221
